timestamp	Branch	Cache	Catch	Cloud Ring	Cobalt Edge	Curse	Deklein	Delve	Detorid	Esoteria	Etherium Reach	Fade	Feythabolis	Fountain	Geminate	Great Wildlands	Immensea	Impass	Insmother	Malpais	Oasa	Omist	Outer Passage	Outer Ring	Paragon Soul	Period Basis	Perrigen Falls	Providence	Pure Blind	Querious	Scalding Pass	Stain	Syndicate	Tenal	Tenerifis	The Kalevala Expanse	The Spire	Tribute	Vale of the Silent	Venal	Wicked Creek
2016-01-12 00:00:00	6.30069333031	0.672491375471	1.8433209287	0.10315754246	1.85596970282	1.0999194349	11.4208914339	1.64157137763	0.902072506451	4.16854625169	1.01250068831	0.430143857085	5.68040086884	4.00004918374	3.69938686056	0.149347486845	0.832787589874	2.75411820242	0.931326137895	4.11432652762	4.05730546896	1.98337696608	5.9349801688	0.0635111735293	1.93468506637	4.41162083402	2.14879470441	3.07146022773	2.55738325411	1.21847362549	1.04568901871	1.26107101864	0.568906148341	1.66736076325	2.81171663538	1.10137356278	0.886077099785	2.18658064502	4.86901889671	0.67753805458	1.93005537982
2016-01-12 12:00:00	5.91384152946	0.633851157374	2.3369005433	0.155605891453	2.90804076532	0.972784913253	9.09840911496	2.03479861667	0.556309581464	6.10685510238	1.02573815859	0.443967383185	4.79099470004	3.8132877878	4.14597941747	0.156461283581	0.786032684918	2.6113919635	0.896378269382	3.46103675056	3.79869265962	2.51424590421	5.11740297136	0.121931116076	2.67960703971	3.28802984908	2.18203613146	3.80498824785	2.3023633873	1.53955767359	1.08150078004	1.1761501985	0.574974461321	2.47284744109	3.25463810786	1.43239604871	1.22962618347	1.95608891336	4.49375502073	0.725710767525	1.4047914825
2016-01-13 00:00:00	5.97896686897	0.749935795883	2.35527003878	0.193431476629	2.78489712222	0.997052833521	9.88768705263	2.1224029662	0.578255389744	5.37666538413	1.01908467699	0.448598157816	5.72306242241	3.71737879681	3.79608898602	0.172553158516	0.782395508587	2.52850402269	1.0575009983	3.78562184784	3.7425239316	2.21278143255	4.90875107606	0.129136918362	2.29768629835	3.21585665016	2.15087319918	3.96943292298	2.18887032447	1.65191899632	1.09025964587	1.18308162252	0.573389476182	2.28321225485	3.21717461424	1.21650146101	1.25565603855	2.01026189411	4.47270081982	0.677350090035	1.49722682809
2016-01-13 12:00:00	5.98685599895	0.858413686143	2.35350987333	0.235109572818	3.02682970945	1.01006089627	8.57018444364	2.29024317604	0.505300698275	5.73906814051	1.05522150493	0.494454480582	5.51143302932	3.58022152035	4.02694164531	0.163642829156	0.783800506633	2.25892098388	1.10173001129	3.35738116967	3.57740635886	2.16484442967	4.90809389641	0.162171541805	2.43699905985	3.22934698152	2.26186489977	4.49100740319	2.17142297521	1.75482065222	0.971729636022	1.19031706765	0.512410355749	2.74330847917	3.62022658791	1.24310637499	1.43045074477	1.89537754776	4.42735176029	0.75678085761	1.14163851304
2016-01-14 00:00:00	6.04548253498	0.919188644417	2.01963486394	0.239554696646	2.37373114012	1.03700414848	9.81849669596	2.1966837404	0.683833785997	4.51076949867	1.12704371822	0.551868194073	6.32877077912	3.39819632011	3.77245004769	0.171037082711	0.844353552306	2.29017591976	1.13060117613	3.73599238028	3.70471510403	1.71092903346	4.96125826444	0.214463469042	1.98434381825	3.71105473325	2.37635087043	4.40926897799	2.11944304474	1.72097084075	0.846900922538	1.17116860085	0.480908058187	2.33110809837	3.31201398576	1.03753577357	1.85335730254	1.87573281196	4.88239463552	0.734948061853	1.36626467245
2016-01-14 12:00:00	5.6224492106	0.881692231496	1.92553400963	0.200830259099	2.00020814295	1.00959102516	9.58253983584	2.25791126433	0.626220376478	4.96691292573	1.22019325373	0.696839142471	5.71534806697	3.38299068194	4.33660460869	0.143485084962	0.903076558006	2.50737335813	0.905910429151	3.49478201261	3.72013991506	1.79958960986	4.6353337152	0.226595685252	2.46634737299	3.91088875899	2.59212890661	4.56300485455	2.25120117863	1.6642641194	0.719819557327	1.1729783546	0.497914417417	2.35567981881	2.85890367297	1.38231022713	1.98791174804	1.73340080335	5.09813418901	0.859851879744	1.1231087371
2016-01-15 00:00:00	5.61134484233	0.767417847601	1.94418844364	0.192516584379	1.64031001648	0.988155165719	11.1216354783	2.25678183422	0.600902991899	4.64319651258	1.27016565589	0.67554387993	5.82449459475	3.21600045812	4.14098556036	0.160895762237	0.964819822157	2.77919646963	0.827796259545	4.09574648941	3.72733796342	1.82833490513	4.0610297973	0.240117822011	2.08765427901	3.58564375305	2.64884781741	4.51077201691	2.14064197248	1.90791486894	0.726509415561	1.14812037745	0.563985189931	2.06609056046	2.37802182857	1.28643239461	2.2143165196	1.68159424777	5.1259016945	0.863837196609	1.48480071008
2016-01-15 12:00:00	6.04132150155	0.738342932535	2.1044179405	0.159547831295	1.88641927721	1.05094072833	10.9278140534	2.21946696323	0.445249635033	4.95189078865	1.24388514294	0.67301825654	5.41486992817	3.1647771701	4.16603305654	0.161879979714	0.870334087208	2.66408315842	0.906396566827	3.68773148395	3.4047704995	2.08298996466	4.01783946419	0.175851074451	1.78397638852	3.77520067204	2.47386730296	4.8576580977	2.24472554734	2.00653445646	0.717311367438	1.25733450121	0.576432983624	2.33136377133	2.69898092606	1.62037045551	1.65913697404	1.8444760238	4.70377989358	1.01414127891	1.27483787448
2016-01-16 00:00:00	6.40941741969	0.711605911221	2.3282040238	0.155249683833	2.11649726416	1.08875558924	12.1951517595	2.2185256349	0.538451867659	4.22762147448	1.20226044215	0.572278973436	5.07184564457	3.05629137391	3.80282286252	0.178342321377	0.920878574177	2.35182480068	0.999463669419	3.9811404501	3.32148424378	2.3797463485	4.14698492896	0.164124752446	1.31536955429	3.71043339826	2.2901721724	4.57981475055	2.05175873088	2.1735173976	0.724637712788	1.24024719074	0.595578210938	2.45885376336	3.05031015964	1.28018208964	1.62303617465	1.96666573697	4.24695020998	0.971881120115	1.58162161267
2016-01-16 12:00:00	6.03431836094	1.04642165454	2.42904655027	0.128744225399	2.58740212706	1.09611506329	11.6549948205	1.96357580616	0.475607963509	4.16791442063	1.02175065854	0.598647437911	4.91111086059	2.88333351994	4.16517490891	0.167523193731	0.913484796268	2.11443235438	0.919442208224	3.56001087032	3.09562002736	2.58738673655	4.07277666789	0.156837045955	1.94235741576	4.12003837522	2.17794516331	4.51265298509	2.36314692893	2.10627794637	0.711684359924	1.35685989061	0.553730219068	2.4938585752	2.93315903062	1.81319379882	1.5254450299	2.11742452706	4.18215192981	0.943176947871	1.39522459757
